current_epoch,current_step,cycle_time,loss,rec_loss,error,pr
14,33500,0.097,0.256,0.256,0.272,0.984
14,33600,0.098,0.180,0.180,0.194,0.983
14,33700,0.097,0.135,0.135,0.233,0.979
14,33800,0.097,0.185,0.185,0.190,0.983
14,33900,0.097,0.963,0.963,0.411,0.943
14,34000,0.098,0.108,0.108,0.180,0.984
14,34100,0.097,0.116,0.116,0.182,0.985
14,34200,0.097,0.151,0.151,0.187,0.982
14,34300,0.097,0.151,0.151,0.212,0.982
14,34400,0.098,0.577,0.577,0.291,0.968
14,34500,0.097,0.163,0.163,0.223,0.978
14,34600,0.097,0.370,0.370,0.256,0.980
14,34700,0.097,0.157,0.157,0.189,0.983
14,34800,0.098,0.402,0.402,0.274,0.975
14,34900,0.097,0.250,0.250,0.220,0.980
14,35000,0.098,0.215,0.215,0.243,0.979
14,35100,0.097,0.114,0.114,0.190,0.984
14,35200,0.097,0.214,0.214,0.198,0.983
15,35300,0.100,0.217,0.217,0.243,0.983
15,35400,0.097,1.975,1.975,0.487,0.972
15,35500,0.097,0.226,0.226,0.257,0.973
15,35600,0.098,0.322,0.322,0.268,0.979
15,35700,0.097,0.153,0.153,0.177,0.984
15,35800,0.097,0.136,0.136,0.206,0.979
15,35900,0.097,0.262,0.262,0.285,0.983
15,36000,0.098,0.178,0.178,0.221,0.977
15,36100,0.097,1.467,1.467,0.401,0.975
15,36200,0.097,0.151,0.151,0.192,0.987
15,36300,0.097,0.172,0.172,0.198,0.984
15,36400,0.098,0.123,0.123,0.168,0.986
15,36500,0.097,0.398,0.398,0.242,0.979
15,36600,0.097,0.169,0.169,0.202,0.982
15,36700,0.097,0.158,0.158,0.222,0.979
15,36800,0.099,0.123,0.123,0.202,0.985
15,36900,0.097,0.460,0.460,0.270,0.984
15,37000,0.097,0.368,0.368,0.246,0.980
15,37100,0.097,0.132,0.132,0.175,0.983
15,37200,0.099,0.652,0.652,0.327,0.969
15,37300,0.098,0.091,0.091,0.187,0.985
15,37400,0.098,0.163,0.163,0.200,0.983
15,37500,0.097,0.152,0.152,0.194,0.983
15,37600,0.098,0.143,0.143,0.188,0.985
15,37700,0.096,0.477,0.477,0.256,0.983
16,37800,0.099,0.139,0.139,0.200,0.984
16,37900,0.097,0.135,0.135,0.189,0.984
16,38000,0.098,0.123,0.123,0.177,0.984
16,38100,0.096,0.188,0.188,0.212,0.982
16,38200,0.096,0.161,0.161,0.189,0.983
16,38300,0.098,0.191,0.191,0.191,0.982
16,38400,0.098,0.370,0.370,0.217,0.984
16,38500,0.097,0.243,0.243,0.278,0.972
16,38600,0.097,0.282,0.282,0.270,0.979
16,38700,0.097,0.277,0.277,0.235,0.980
16,38800,0.099,0.171,0.171,0.194,0.981
16,38900,0.097,0.366,0.366,0.236,0.978
16,39000,0.097,0.174,0.174,0.182,0.985
16,39100,0.097,0.458,0.458,0.272,0.982
16,39200,0.098,0.194,0.194,0.211,0.982
16,39300,0.096,0.212,0.212,0.196,0.982
16,39400,0.096,0.122,0.122,0.191,0.985
16,39500,0.097,0.350,0.350,0.229,0.986
16,39600,0.096,0.211,0.211,0.214,0.983
16,39700,0.097,0.170,0.170,0.199,0.980
16,39800,0.097,0.152,0.152,0.214,0.981
16,39900,0.097,0.220,0.220,0.220,0.982
16,40000,0.096,0.481,0.481,0.296,0.979
16,40100,0.097,0.230,0.230,0.205,0.985
16,40200,0.096,0.196,0.196,0.216,0.983
17,40300,0.100,0.221,0.221,0.233,0.983
17,40400,0.097,0.397,0.397,0.256,0.985
17,40500,0.097,0.317,0.317,0.235,0.984
17,40600,0.098,0.168,0.168,0.208,0.982
17,40700,0.098,0.194,0.194,0.205,0.982
17,40800,0.098,0.118,0.118,0.174,0.983
17,40900,0.098,0.117,0.117,0.152,0.988
17,41000,0.097,0.092,0.092,0.150,0.988
17,41100,0.097,0.158,0.158,0.181,0.988
17,41200,0.098,0.221,0.221,0.228,0.980
17,41300,0.097,0.123,0.123,0.177,0.986
17,41400,0.098,0.092,0.092,0.158,0.986
17,41500,0.097,0.259,0.259,0.221,0.981
17,41600,0.098,0.166,0.166,0.206,0.984
17,41700,0.097,0.175,0.175,0.207,0.981
17,41800,0.097,0.093,0.093,0.174,0.984
17,41900,0.097,0.105,0.105,0.151,0.987
17,42000,0.097,0.263,0.263,0.213,0.985
17,42100,0.097,0.168,0.168,0.187,0.986
17,42200,0.097,0.120,0.120,0.192,0.983
17,42300,0.097,0.097,0.097,0.169,0.987
17,42400,0.098,0.186,0.186,0.220,0.982
17,42500,0.097,0.302,0.302,0.225,0.985
